2016-04-01 11:00:00,86.0,173.0,131.0,65.0,196.0,339.0,260.0,257.0,319.0,147.0,80.0,3.0,13.0,16.0,0.0,22.0,169.0,324.0,515.0,607.0,747.0,451.0,109.0,33.0,2.0,3.0,7.0,16.0,5.0,113.0,229.0,444.0,669.0,921.0,882.0,600.0,445.0,184.0,5.0,3.0,3.0,20.0,41.0,215.0,739.0,1230.0,300.0,134.0,291.0,289.0,106.0,5.0,7.0,64.0,348.0,659.0,601.0,135.0,67.0,81.0,45.0,6.0,0.0,0.0,3.0,0.0,47.0,333.0,519.0,316.0,43.0,21.0,9.0,10.0,13.0,1.0,24.0,8.0,11.0,24.0,28.0,5.0,4.0,8.0,8.0,17.0,9.0,17.0,13.0,3.0,4.0,6.0,2.0,28.0,9.0,284.0,267.0,105.0,3.0,131.0,13.0,54.0
2016-04-01 12:00:00,110.0,242.0,119.0,81.0,251.0,373.0,335.0,288.0,370.0,145.0,108.0,3.0,10.0,27.0,6.0,17.0,164.0,398.0,610.0,646.0,703.0,401.0,126.0,26.0,1.0,5.0,11.0,15.0,3.0,84.0,225.0,401.0,712.0,970.0,892.0,655.0,521.0,221.0,2.0,8.0,5.0,19.0,45.0,229.0,801.0,1392.0,324.0,179.0,299.0,310.0,82.0,6.0,10.0,64.0,397.0,702.0,730.0,173.0,86.0,91.0,86.0,10.0,1.0,3.0,3.0,7.0,43.0,341.0,513.0,304.0,53.0,20.0,23.0,11.0,12.0,0.0,11.0,10.0,10.0,48.0,33.0,5.0,8.0,8.0,7.0,5.0,6.0,9.0,5.0,2.0,5.0,4.0,2.0,14.0,1.0,180.0,223.0,89.0,4.0,117.0,28.0,57.0
2016-04-01 13:00:00,104.0,182.0,100.0,72.0,217.0,315.0,308.0,239.0,349.0,138.0,114.0,5.0,6.0,18.0,8.0,12.0,173.0,402.0,525.0,637.0,760.0,318.0,97.0,24.0,1.0,7.0,6.0,18.0,15.0,65.0,228.0,441.0,698.0,920.0,794.0,657.0,450.0,195.0,5.0,7.0,6.0,7.0,30.0,185.0,740.0,1326.0,280.0,163.0,275.0,247.0,87.0,11.0,9.0,45.0,353.0,640.0,676.0,132.0,91.0,88.0,68.0,13.0,0.0,1.0,0.0,6.0,35.0,264.0,420.0,263.0,53.0,35.0,22.0,13.0,20.0,0.0,19.0,14.0,8.0,28.0,42.0,9.0,12.0,12.0,7.0,10.0,7.0,14.0,5.0,2.0,7.0,1.0,0.0,19.0,5.0,336.0,189.0,125.0,13.0,146.0,50.0,46.0
2016-04-01 14:00:00,93.0,193.0,117.0,99.0,242.0,311.0,333.0,259.0,397.0,138.0,145.0,2.0,18.0,22.0,14.0,12.0,199.0,417.0,567.0,654.0,812.0,349.0,107.0,26.0,0.0,3.0,5.0,18.0,8.0,94.0,223.0,471.0,819.0,1019.0,848.0,625.0,477.0,191.0,4.0,11.0,6.0,12.0,22.0,215.0,812.0,1528.0,315.0,199.0,302.0,299.0,89.0,5.0,9.0,49.0,389.0,663.0,690.0,139.0,75.0,113.0,82.0,8.0,2.0,0.0,1.0,8.0,37.0,289.0,439.0,267.0,66.0,34.0,29.0,12.0,11.0,0.0,28.0,9.0,11.0,32.0,38.0,14.0,11.0,7.0,6.0,9.0,11.0,13.0,3.0,3.0,6.0,3.0,3.0,20.0,8.0,296.0,283.0,130.0,29.0,148.0,29.0,64.0
2016-04-01 15:00:00,111.0,194.0,106.0,69.0,229.0,280.0,293.0,226.0,410.0,154.0,98.0,3.0,12.0,20.0,4.0,19.0,179.0,450.0,585.0,631.0,828.0,318.0,100.0,23.0,2.0,4.0,10.0,29.0,2.0,70.0,187.0,415.0,794.0,933.0,847.0,646.0,410.0,198.0,1.0,5.0,2.0,8.0,29.0,233.0,786.0,1358.0,392.0,182.0,296.0,284.0,89.0,7.0,7.0,33.0,348.0,602.0,715.0,173.0,51.0,94.0,58.0,15.0,1.0,0.0,3.0,9.0,35.0,286.0,471.0,258.0,58.0,24.0,26.0,12.0,16.0,0.0,15.0,10.0,11.0,33.0,38.0,9.0,4.0,0.0,11.0,8.0,9.0,5.0,8.0,5.0,3.0,2.0,3.0,29.0,7.0,339.0,211.0,165.0,5.0,209.0,36.0,104.0
2016-04-01 16:00:00,83.0,171.0,75.0,86.0,221.0,220.0,218.0,207.0,352.0,146.0,90.0,2.0,7.0,11.0,3.0,5.0,131.0,430.0,534.0,626.0,696.0,271.0,75.0,17.0,1.0,2.0,12.0,12.0,2.0,80.0,178.0,410.0,697.0,724.0,714.0,581.0,410.0,185.0,2.0,7.0,1.0,9.0,29.0,180.0,710.0,1164.0,305.0,162.0,250.0,235.0,76.0,9.0,6.0,22.0,325.0,561.0,626.0,110.0,74.0,77.0,74.0,16.0,3.0,1.0,0.0,14.0,24.0,250.0,387.0,228.0,48.0,40.0,34.0,16.0,18.0,1.0,21.0,5.0,16.0,39.0,50.0,13.0,6.0,0.0,4.0,8.0,0.0,7.0,3.0,2.0,3.0,1.0,3.0,10.0,11.0,237.0,299.0,163.0,23.0,208.0,30.0,45.0
2016-04-01 17:00:00,110.0,188.0,114.0,100.0,246.0,263.0,293.0,286.0,456.0,223.0,91.0,3.0,14.0,26.0,5.0,14.0,222.0,509.0,679.0,755.0,737.0,321.0,107.0,26.0,1.0,7.0,13.0,30.0,12.0,92.0,229.0,515.0,902.0,782.0,987.0,708.0,498.0,214.0,6.0,6.0,2.0,8.0,38.0,255.0,1117.0,1627.0,370.0,184.0,330.0,274.0,136.0,10.0,4.0,39.0,473.0,666.0,710.0,111.0,82.0,114.0,165.0,24.0,2.0,3.0,7.0,5.0,36.0,323.0,502.0,277.0,45.0,42.0,41.0,21.0,10.0,1.0,17.0,7.0,19.0,56.0,49.0,24.0,17.0,4.0,5.0,8.0,4.0,7.0,5.0,1.0,3.0,1.0,5.0,25.0,8.0,349.0,271.0,186.0,13.0,233.0,79.0,38.0
2016-04-01 18:00:00,133.0,206.0,178.0,135.0,328.0,421.0,505.0,503.0,651.0,267.0,119.0,8.0,13.0,29.0,15.0,17.0,320.0,718.0,899.0,1011.0,968.0,430.0,126.0,40.0,5.0,9.0,17.0,34.0,16.0,139.0,379.0,734.0,1136.0,857.0,1301.0,1059.0,771.0,291.0,5.0,7.0,8.0,23.0,52.0,310.0,1321.0,2036.0,471.0,196.0,468.0,441.0,141.0,17.0,20.0,58.0,681.0,846.0,872.0,141.0,107.0,162.0,104.0,18.0,7.0,4.0,10.0,10.0,32.0,418.0,756.0,332.0,66.0,64.0,43.0,22.0,17.0,1.0,18.0,15.0,16.0,60.0,55.0,18.0,7.0,6.0,5.0,2.0,4.0,4.0,4.0,2.0,8.0,2.0,0.0,23.0,8.0,211.0,203.0,174.0,18.0,148.0,68.0,87.0
2016-04-01 19:00:00,116.0,182.0,143.0,98.0,353.0,407.0,477.0,548.0,655.0,251.0,135.0,4.0,26.0,40.0,18.0,24.0,453.0,752.0,898.0,888.0,1015.0,605.0,146.0,34.0,6.0,14.0,24.0,45.0,12.0,198.0,563.0,933.0,1160.0,920.0,1424.0,1110.0,655.0,291.0,19.0,12.0,9.0,29.0,50.0,385.0,1107.0,1734.0,356.0,148.0,493.0,399.0,145.0,19.0,34.0,73.0,690.0,801.0,710.0,102.0,105.0,156.0,107.0,23.0,7.0,8.0,8.0,9.0,41.0,421.0,703.0,321.0,74.0,61.0,50.0,25.0,24.0,2.0,15.0,11.0,15.0,63.0,58.0,20.0,17.0,7.0,14.0,6.0,8.0,10.0,9.0,4.0,9.0,7.0,3.0,18.0,7.0,135.0,166.0,113.0,8.0,162.0,11.0,91.0
2016-04-01 20:00:00,80.0,168.0,116.0,151.0,367.0,413.0,419.0,531.0,541.0,211.0,126.0,6.0,14.0,22.0,6.0,35.0,430.0,727.0,807.0,968.0,1008.0,571.0,109.0,19.0,5.0,6.0,17.0,30.0,3.0,200.0,545.0,716.0,1207.0,1154.0,1148.0,836.0,514.0,180.0,3.0,15.0,11.0,15.0,44.0,349.0,1265.0,1500.0,240.0,82.0,402.0,418.0,143.0,26.0,23.0,53.0,536.0,568.0,502.0,47.0,67.0,141.0,68.0,13.0,15.0,6.0,11.0,1.0,41.0,276.0,539.0,194.0,31.0,47.0,35.0,26.0,31.0,6.0,12.0,4.0,9.0,55.0,37.0,14.0,6.0,5.0,10.0,4.0,18.0,12.0,6.0,2.0,7.0,4.0,2.0,17.0,7.0,273.0,129.0,148.0,7.0,178.0,53.0,76.0
2016-04-01 21:00:00,85.0,153.0,79.0,111.0,314.0,424.0,516.0,603.0,574.0,141.0,179.0,3.0,18.0,27.0,5.0,29.0,521.0,782.0,725.0,884.0,1192.0,644.0,93.0,19.0,4.0,15.0,12.0,24.0,5.0,275.0,687.0,747.0,1162.0,1129.0,1077.0,738.0,426.0,150.0,17.0,9.0,7.0,25.0,27.0,277.0,1049.0,1195.0,186.0,84.0,280.0,243.0,85.0,36.0,24.0,58.0,456.0,456.0,351.0,49.0,53.0,106.0,60.0,15.0,18.0,12.0,9.0,9.0,34.0,221.0,505.0,173.0,40.0,29.0,36.0,30.0,17.0,9.0,15.0,4.0,12.0,36.0,26.0,21.0,4.0,5.0,14.0,9.0,5.0,6.0,7.0,8.0,5.0,4.0,1.0,15.0,5.0,454.0,269.0,134.0,7.0,197.0,55.0,99.0
2016-04-01 22:00:00,92.0,137.0,90.0,120.0,287.0,415.0,588.0,748.0,721.0,187.0,87.0,4.0,23.0,19.0,6.0,52.0,659.0,867.0,812.0,910.0,1151.0,731.0,144.0,11.0,9.0,13.0,20.0,38.0,8.0,312.0,885.0,875.0,1242.0,1162.0,1442.0,894.0,499.0,142.0,15.0,14.0,10.0,24.0,36.0,244.0,899.0,1159.0,197.0,77.0,263.0,219.0,82.0,60.0,24.0,56.0,404.0,524.0,332.0,32.0,55.0,103.0,73.0,21.0,23.0,18.0,14.0,7.0,22.0,187.0,426.0,144.0,64.0,47.0,18.0,19.0,28.0,6.0,13.0,1.0,8.0,31.0,36.0,12.0,4.0,9.0,7.0,7.0,6.0,4.0,5.0,9.0,10.0,3.0,2.0,14.0,2.0,373.0,299.0,114.0,29.0,229.0,55.0,104.0
2016-04-01 23:00:00,107.0,122.0,63.0,93.0,304.0,534.0,650.0,826.0,799.0,164.0,17.0,2.0,31.0,13.0,13.0,50.0,798.0,994.0,799.0,882.0,878.0,777.0,218.0,9.0,11.0,24.0,34.0,58.0,3.0,460.0,1022.0,1004.0,1331.0,994.0,1270.0,867.0,603.0,163.0,35.0,29.0,14.0,43.0,42.0,308.0,873.0,1229.0,162.0,71.0,287.0,228.0,83.0,65.0,65.0,51.0,367.0,366.0,239.0,26.0,48.0,104.0,54.0,14.0,30.0,31.0,19.0,27.0,32.0,175.0,423.0,154.0,54.0,34.0,35.0,27.0,31.0,14.0,14.0,3.0,11.0,43.0,40.0,13.0,10.0,8.0,10.0,11.0,15.0,10.0,13.0,11.0,11.0,4.0,1.0,24.0,4.0,322.0,337.0,169.0,23.0,209.0,56.0,68.0
2016-04-02 00:00:00,49.0,78.0,43.0,96.0,286.0,461.0,738.0,995.0,917.0,172.0,15.0,4.0,34.0,20.0,15.0,46.0,1095.0,1027.0,766.0,803.0,548.0,689.0,160.0,5.0,15.0,25.0,41.0,37.0,10.0,622.0,1176.0,1034.0,1328.0,816.0,1171.0,673.0,228.0,97.0,28.0,48.0,20.0,34.0,33.0,247.0,733.0,867.0,160.0,36.0,206.0,185.0,76.0,107.0,87.0,24.0,295.0,260.0,173.0,12.0,20.0,91.0,34.0,15.0,91.0,50.0,17.0,26.0,18.0,103.0,397.0,107.0,34.0,40.0,26.0,14.0,37.0,15.0,23.0,1.0,10.0,49.0,37.0,14.0,12.0,7.0,9.0,11.0,16.0,8.0,13.0,13.0,18.0,3.0,8.0,9.0,7.0,315.0,256.0,114.0,21.0,232.0,24.0,100.0
2016-04-02 01:00:00,29.0,57.0,19.0,48.0,212.0,359.0,715.0,955.0,1084.0,206.0,6.0,7.0,28.0,18.0,7.0,37.0,1287.0,1358.0,709.0,659.0,478.0,617.0,103.0,3.0,10.0,22.0,22.0,43.0,4.0,837.0,1400.0,979.0,1115.0,646.0,898.0,450.0,112.0,70.0,26.0,27.0,21.0,25.0,14.0,142.0,524.0,602.0,153.0,23.0,191.0,133.0,43.0,94.0,78.0,16.0,225.0,208.0,140.0,7.0,23.0,72.0,22.0,14.0,91.0,48.0,17.0,27.0,12.0,76.0,337.0,76.0,18.0,22.0,29.0,15.0,31.0,20.0,36.0,0.0,4.0,35.0,38.0,8.0,8.0,12.0,6.0,11.0,18.0,13.0,13.0,17.0,25.0,5.0,7.0,0.0,0.0,77.0,54.0,59.0,6.0,114.0,6.0,37.0
2016-04-02 02:00:00,29.0,30.0,8.0,44.0,124.0,346.0,597.0,814.0,1210.0,258.0,10.0,3.0,13.0,19.0,1.0,50.0,1185.0,1260.0,526.0,510.0,303.0,493.0,112.0,2.0,11.0,16.0,24.0,30.0,3.0,931.0,1297.0,891.0,871.0,482.0,776.0,274.0,81.0,42.0,13.0,18.0,19.0,29.0,15.0,100.0,362.0,479.0,31.0,15.0,121.0,88.0,28.0,106.0,92.0,14.0,174.0,133.0,52.0,4.0,26.0,76.0,22.0,9.0,67.0,52.0,26.0,16.0,9.0,47.0,231.0,72.0,23.0,17.0,14.0,12.0,17.0,24.0,32.0,0.0,11.0,21.0,19.0,8.0,10.0,9.0,6.0,17.0,23.0,10.0,20.0,24.0,29.0,2.0,10.0,0.0,0.0,23.0,2.0,10.0,3.0,24.0,1.0,17.0
2016-04-02 03:00:00,10.0,24.0,5.0,22.0,100.0,239.0,350.0,557.0,1032.0,198.0,6.0,4.0,13.0,16.0,0.0,29.0,963.0,918.0,366.0,311.0,235.0,380.0,98.0,0.0,7.0,13.0,13.0,16.0,2.0,827.0,956.0,684.0,578.0,414.0,638.0,193.0,41.0,16.0,9.0,12.0,7.0,26.0,12.0,74.0,205.0,313.0,23.0,4.0,69.0,64.0,24.0,63.0,82.0,8.0,145.0,87.0,39.0,4.0,11.0,54.0,11.0,8.0,53.0,27.0,28.0,11.0,6.0,55.0,174.0,36.0,23.0,21.0,25.0,11.0,10.0,15.0,29.0,0.0,5.0,16.0,21.0,8.0,6.0,8.0,6.0,17.0,29.0,9.0,13.0,29.0,44.0,11.0,8.0,0.0,0.0,0.0,34.0,6.0,0.0,16.0,0.0,3.0
2016-04-02 04:00:00,5.0,18.0,5.0,20.0,82.0,128.0,148.0,322.0,563.0,109.0,3.0,2.0,11.0,9.0,0.0,25.0,424.0,348.0,226.0,208.0,217.0,245.0,60.0,1.0,7.0,9.0,12.0,16.0,3.0,404.0,452.0,332.0,348.0,336.0,472.0,110.0,30.0,18.0,8.0,13.0,5.0,20.0,8.0,70.0,135.0,219.0,14.0,4.0,36.0,49.0,24.0,44.0,41.0,7.0,127.0,66.0,29.0,1.0,12.0,39.0,8.0,9.0,49.0,13.0,13.0,9.0,5.0,32.0,125.0,47.0,12.0,8.0,11.0,5.0,18.0,29.0,26.0,0.0,10.0,26.0,21.0,9.0,8.0,2.0,9.0,16.0,14.0,4.0,18.0,17.0,30.0,14.0,10.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,5.0
2016-04-02 05:00:00,4.0,13.0,3.0,13.0,28.0,26.0,66.0,74.0,153.0,29.0,0.0,3.0,5.0,5.0,2.0,6.0,106.0,101.0,105.0,115.0,135.0,125.0,24.0,2.0,1.0,4.0,6.0,9.0,0.0,99.0,157.0,140.0,193.0,160.0,169.0,86.0,43.0,20.0,3.0,1.0,3.0,8.0,8.0,54.0,97.0,122.0,12.0,3.0,43.0,44.0,21.0,15.0,7.0,6.0,63.0,32.0,35.0,4.0,12.0,31.0,10.0,1.0,16.0,4.0,9.0,3.0,3.0,34.0,87.0,45.0,21.0,13.0,11.0,6.0,8.0,6.0,25.0,1.0,3.0,18.0,24.0,5.0,11.0,5.0,2.0,15.0,13.0,10.0,18.0,6.0,15.0,10.0,9.0,0.0,1.0,4.0,3.0,8.0,1.0,24.0,2.0,34.0
2016-04-02 06:00:00,15.0,24.0,9.0,12.0,64.0,47.0,44.0,88.0,53.0,23.0,4.0,3.0,9.0,17.0,1.0,14.0,65.0,80.0,101.0,144.0,356.0,176.0,25.0,6.0,3.0,3.0,11.0,14.0,2.0,70.0,128.0,114.0,160.0,228.0,165.0,143.0,96.0,41.0,3.0,3.0,4.0,8.0,13.0,69.0,149.0,162.0,31.0,32.0,76.0,71.0,45.0,10.0,3.0,6.0,97.0,104.0,94.0,13.0,21.0,41.0,14.0,12.0,8.0,7.0,4.0,7.0,3.0,92.0,191.0,115.0,28.0,17.0,16.0,12.0,17.0,5.0,25.0,1.0,11.0,44.0,36.0,15.0,8.0,4.0,7.0,19.0,17.0,25.0,35.0,10.0,18.0,15.0,16.0,0.0,2.0,3.0,6.0,78.0,5.0,184.0,3.0,40.0
2016-04-02 07:00:00,20.0,46.0,21.0,20.0,96.0,65.0,75.0,115.0,94.0,43.0,7.0,6.0,15.0,21.0,6.0,12.0,51.0,116.0,196.0,183.0,363.0,254.0,35.0,22.0,1.0,4.0,7.0,16.0,3.0,62.0,139.0,226.0,243.0,304.0,258.0,196.0,165.0,73.0,5.0,5.0,6.0,21.0,22.0,133.0,266.0,295.0,77.0,31.0,166.0,151.0,64.0,3.0,6.0,23.0,202.0,237.0,198.0,33.0,68.0,78.0,29.0,14.0,3.0,2.0,9.0,12.0,18.0,172.0,338.0,200.0,61.0,36.0,17.0,18.0,20.0,1.0,41.0,8.0,13.0,47.0,48.0,15.0,17.0,5.0,11.0,22.0,29.0,19.0,29.0,18.0,18.0,14.0,14.0,0.0,2.0,15.0,12.0,59.0,11.0,73.0,20.0,56.0
